Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2013,1515,Orkla,Conglomerates,Norway,5391,285,10365,8397
2013,1516,EasyJet,Airline,United Kingdom,6226,412,6936,6429
2013,1517,Embraer,Aerospace & Defense,Brazil,6178,348,9490,6270
2013,1518,Huatai Securities,Diversified Financials,China,1254,284,13583,9472
2013,1519,BR Malls,Real Estate,Brazil,590,850,8693,5813
2013,1520,Hexagon ,Capital Goods,Sweden,3177,473,7047,9811
2013,1521,Lundbergs,Real Estate,Sweden,3326,499,13875,5250
2013,1522,Compal Electronics,Technology Hardware & Equipment,Taiwan,23093,217,9762,3010
2013,1523,Neste Oil,Oil & Gas Operations,Finland,23682,207,9693,3819
2013,1524,STMicroelectronics,Semiconductors,Switzerland,8681,-1184,10013,6828
2013,1525,Travis Perkins,Retailing,United Kingdom,7878,422,7083,5037
2013,1526,Masraf Al Rayan,Banking,Qatar,676,413,16926,5095
2013,1527,Xiamen C&D,Trading Companies,China,12751,358,8250,2345
2013,1528,China International Marine,Capital Goods,China,8611,307,10349,4859
2013,1529,Public Power,Utilities,Greece,7696,39,21172,1973
2013,1530,Aker Solutions,Construction,Norway,8069,404,7124,5133
2013,1531,Crescent Point Energy,Oil & Gas Operations,Canada,2044,203,12184,14440
2013,1532,BS Financial Group,Diversified Financials,South Korea,2067,321,38595,2752
2013,1533,China Merchants Securities,Diversified Financials,China,1054,319,10926,9651
2013,1534,HCL Technologies,IT Software & Services,India,3752,436,3157,10173
2013,1535,Sino Land,Real Estate,Hong Kong,1091,644,14717,3858
2013,1536,Citrix Systems,IT Software & Services,United States of America,2586,353,4796,13755
2013,1537,Financière de l'Odet,Conglomerates,France,10996,287,11105,3156
2013,1538,PostNL,Transportation,Netherlands,5695,893,6108,1013
2013,1539,InterContinental Hotels,"Hotels, Restaurants & Leisure",United Kingdom,1873,555,3058,8133
2013,1540,Avis Budget Group,Business Services & Supplies,United States of America,7357,290,15218,3014
2013,1541,Natura Cosmeticos,Consumer Durables,Brazil,3097,420,2521,10539
2013,1542,CGI Group,IT Software & Services,Canada,6300,48,10764,8014
2013,1543,Hunan Valin Steel,Diversified Metals & Mining,China,11732,11,13640,1000
2013,1544,Sigma-Aldrich,Chemicals,United States of America,2623,460,3820,9474
2013,1545,Saudi Arabian Mining ,Diversified Metals & Mining,Saudi Arabia,1487,291,14703,8066
2013,1546,NSK,Capital Goods,Japan,8857,345,10239,4201
2013,1547,CR Bard,Health Care Equipment & Services,United States of America,2958,530,4151,8333
2013,1548,Expeditors International,Air Courier,United States of America,5981,333,2954,7938
2013,1549,Union National Bank,Banking,United Arab Emirates,1239,403,23724,2684
2013,1550,Kinross Gold,Diversified Metals & Mining,Canada,4311,-2505,14882,9105
2013,1551,Weir Group,Capital Goods,United Kingdom,4127,513,5287,7901
2013,1552,China Communications Services,Telecommunications Services,China,9750,381,7217,4659
2013,1553,ICAP,Diversified Financials,United Kingdom,2694,220,129873,3227
2013,1554,Wistron,Technology Hardware & Equipment,Taiwan,22246,225,9383,2483
2013,1555,Banca Popolare dell'Emilia,Banking,Italy,4149,-14,81343,2572
2013,1556,Hokuhoku Financial Group,Banking,Japan,2480,171,128655,2585
2013,1557,Andritz,Capital Goods,Austria,6657,313,6811,7430
2013,1558,Beam ,"Food, Drink & Tobacco",United States of America,2466,382,8637,10070
2013,1559,Hokkaido Electric Power,Utilities,Japan,7664,-871,19591,1723
2013,1560,Kansas City Southern,Transportation,United States of America,2239,377,6396,11894
2013,1561,Lagardère,Media,France,9477,114,12352,4966
2013,1562,Pall,Health Care Equipment & Services,United States of America,2670,581,3453,7634
2013,1563,Chinese Estates,Real Estate,Hong Kong,449,1264,9611,2915
2013,1564,Pinnacle West,Utilities,United States of America,3302,382,13380,6254
2013,1565,BOK Financial,Banking,United States of America,1458,351,28149,4248
2013,1566,Yamaguchi Financial,Banking,Japan,1807,216,110245,2530
2013,1567,Dongfang Electric,Capital Goods,China,5990,347,12562,4654
2013,1568,Coloplast,Health Care Equipment & Services,Denmark,1924,383,1758,11415
2013,1569,World Fuel Services,Retailing,United States of America,38945,189,4108,2856
2013,1570,Burberry Group,Consumer Durables,United Kingdom,2976,422,2439,9700
2013,1571,Scripps Networks Interactive,Media,United States of America,2307,423,4139,9573
2013,1572,Salzgitter,Diversified Metals & Mining,Germany,13370,-128,11741,2494
2013,1573,Banrisul,Banking,Brazil,3577,400,22319,3600
2013,1574,Pentair,Capital Goods,Switzerland,4416,-107,11795,10861
2013,1575,Arkema,Chemicals,France,8437,290,7196,6415
2013,1576,Shangri-La Asia,"Hotels, Restaurants & Leisure",Hong Kong,2057,359,11920,7160
2013,1577,Ahli United Bank,Banking,Bahrain,1269,336,29892,3737
2013,1578,Ingredion,"Food, Drink & Tobacco",United States of America,6532,428,5592,5270
2013,1579,UNY Group Holdings,Retailing,Japan,13284,103,11706,1686
2013,1580,Enagas,Oil & Gas Operations,Spain,1557,501,10602,5850
2013,1581,Indian Bank,Banking,India,2649,347,27503,1416
2013,1582,Joyo Bank,Banking,Japan,1856,219,97107,4186
2013,1583,Teradata,IT Software & Services,United States of America,2665,419,3066,9572
2013,1584,Nishi-Nippon City Bank,Banking,Japan,1871,217,92690,2383
2013,1585,Hyosung,Diversified Metals & Mining,South Korea,11202,109,12939,1615
2013,1586,Marfrig Group,"Food, Drink & Tobacco",Brazil,12310,-115,12004,2456
2013,1587,77 Bank,Oil & Gas Operations,Japan,1410,129,92165,2009
2013,1588,Plains Exploration,Banking,United States of America,2565,306,17298,6077
2013,1589,Wolters Kluwer,Media,Netherlands,4753,425,8541,6601
2013,1590,Empresas CMPC,Materials,Chile,4759,202,14046,7968
2013,1591,Goodman Group,Real Estate,Australia,735,418,8407,8897
2013,1592,Inner Mongolia Yili ,"Food, Drink & Tobacco",China,5950,288,3154,8902
2013,1593,CVR Energy,Oil & Gas Operations,United States of America,8567,379,3611,4776
2013,1594,Grupo Argos,Construction,Colombia,3782,195,15167,9506
2013,1595,Magnitogorsk Iron & Steel,Diversified Metals & Mining,Russia,8481,-109,16227,3325
2013,1596,TDK,Consumer Durables,Japan,9839,-30,12565,4623
2013,1597,Bank of Kyoto,Banking,Japan,1406,188,89392,3505
2013,1598,Helmerich & Payne,Oil & Gas Operations,United States of America,3264,596,5934,7041
2013,1599,McCormick & Co,"Food, Drink & Tobacco",United States of America,4014,408,4165,9387
2013,1600,Buenaventura,Diversified Metals & Mining,Peru,1543,706,4476,6325
2013,1601,Geberit,Construction,Switzerland,2048,419,2195,9426
2013,1602,Smiths Group,Conglomerates,United Kingdom,4749,402,5330,7815
2013,1603,Intouch Holdings,Technology Hardware & Equipment,Thailand,,,,
2013,1604,Hatteras Financial,Real Estate,United States of America,506,349,26404,2748
2013,1605,Gecina,Real Estate,France,894,298,14750,7086
2013,1606,Sumitomo Rubber,Consumer Durables,Japan,8189,409,8455,4339
2013,1607,Kawasaki Kisen Kaisha,Transportation,Japan,11746,-500,12331,2248
2013,1608,Atco,Utilities,Canada,4381,377,14377,4976
2013,1609,Maanshan Iron & Steel,Diversified Metals & Mining,China,11767,-612,12191,2340
2013,1610,Mizrahi Tefahot Bank,Banking,Israel,2120,279,43435,2410
2013,1611,Quinenco,Conglomerates,Chile,4141,169,46339,4562
2013,1612,Shandong Gold-Mining,Diversified Metals & Mining,China,6262,302,2009,7589
2013,1613,TCL Corp,Consumer Durables,China,10970,126,12790,3438
2013,1614,Advance Auto Parts,Retailing,United States of America,6205,388,4614,5861
2013,1615,Western Refining,Insurance,United States of America,9503,399,2480,3117
2013,1616,E-L Financial,Oil & Gas Operations,Canada,3023,468,16734,2071
2013,1617,Banco de Valencia,Banking,Spain,1155,-4731,28335,5951
2013,1618,Hiroshima Bank,Banking,Japan,1515,167,80466,2860
2013,1619,Hachijuni Bank,Banking,Japan,1998,210,80180,2869
2013,1620,NHPC,Utilities,India,1361,607,11834,4620
2013,1621,Doosan Infracore,Capital Goods,South Korea,7246,359,10500,2316
2013,1622,Grifols,Drugs & Biotechnology,Spain,3458,339,7387,12114
2013,1623,Gunma Bank,Banking,Japan,1536,226,78481,2699
2013,1624,Jtekt,Consumer Durables,Japan,12716,161,11440,3340
2013,1625,Soriana,Retailing,Mexico,7959,275,5747,6830
2013,1626,Usiminas,Diversified Metals & Mining,Brazil,6202,-312,15268,5323
2013,1627,Chugoku Bank,Banking,Japan,1435,230,76749,3184
2013,1628,Bankinter,Banking,Spain,3746,164,76490,3322
2013,1629,Waters,Health Care Equipment & Services,United States of America,1844,461,3168,8144
2013,1630,Jizhong Energy Resources,Diversified Metals & Mining,China,5967,484,6010,4917
2013,1631,Netease,IT Software & Services,China,1316,584,3094,6765
2013,1632,URS,Construction,United States of America,10972,311,8786,3531
2013,1633,Novozymes,Drugs & Biotechnology,Denmark,1987,357,2631,10984
2013,1634,Banca Popolare di Milano,Banking,Italy,1993,-553,69251,1999
2013,1635,ARM Holdings,Semiconductors,United Kingdom,938,261,2270,19620
2013,1636,Iyo Bank,Banking,Japan,1396,222,68917,2811
2013,1637,Oil India,Oil & Gas Operations,India,1871,682,4456,6086
2013,1638,Bendigo & Adelaide Bank,Banking,Australia,3803,200,58497,4395
2013,1639,Halyk Bank,Banking,Kazakhstan,1633,466,16006,2028
2013,1640,Pacific Rubiales Energy,Oil & Gas Operations,Canada,3885,528,7087,7135
2013,1641,Aboitiz Equity Ventures ,Conglomerates,Philippines,1642,483,4577,7791
2013,1642,Juroku Bank,Banking,Japan,1407,144,66627,1517
2013,1643,Michael Kors Holdings,Consumer Durables,Hong Kong,1965,340,1188,11492
2013,1644,Qatar Islamic Bank,Banking,Qatar,916,341,20076,4648
2013,1645,Rite Aid,Retailing,United States of America,26084,-166,7186,1735
2013,1646,Serco Group,Business Services & Supplies,United Kingdom,7788,389,5274,4711
2013,1647,Boliden,Diversified Metals & Mining,Sweden,6154,503,6145,4608
2013,1648,Minmetals Development,Trading Companies,China,25736,85,7644,2572
2013,1649,Banca Carige,Banking,Italy,2000,-81,65095,1801
2013,1650,CYS Investments,"Food, Drink & Tobacco",United States of America,293,373,21058,2118
2013,1651,Constellation Brands,Banking,United States of America,2728,409,8323,8402
2013,1652,Hudson City Bancorp,Real Estate,United States of America,1684,249,40596,4611
2013,1653,Salesforce.com,IT Software & Services,United States of America,3050,-271,5529,25848
2013,1654,Tate & Lyle,"Food, Drink & Tobacco",United Kingdom,4949,489,4584,5772
2013,1655,Corporation Bank,Banking,India,2856,299,32118,1092
2013,1656,Tech Data,Consumer Durables,United States of America,25361,215,6806,1897
2013,1657,Imperial Holdings,Conglomerates,South Africa,9899,365,5474,4180
2013,1658,Tiffany & Co,Retailing,United States of America,3794,416,4631,8801
2013,1659,Korea Zinc,Diversified Metals & Mining,South Korea,4883,498,4644,5738
2013,1660,Piraeus Bank,Banking,Greece,3872,-8568,62537,302
2013,1661,Blom Bank,Banking,Lebanon,1584,332,24987,1716
2013,1662,Manpower,Business Services & Supplies,United States of America,20678,198,7013,4475
2013,1663,Aggreko,Business Services & Supplies,United Kingdom,2574,449,3418,8011
2013,1664,JB Hunt Transport,Transportation,United States of America,5055,310,2465,8697
2013,1665,Metropolitan Bank & Trust,Banking,Philippines,1453,252,21680,5979
2013,1666,Airgas,Chemicals,United States of America,4936,343,5539,7890
2013,1667,Aareal Bank,Banking,Germany,1517,138,60295,1425
2013,1668,Senshu Ikeda Holdings,Banking,Japan,1379,46,60269,1283
2013,1669,Timken,Capital Goods,United States of America,4987,496,4245,5521
2013,1670,FirstGroup,Transportation,United Kingdom,10703,314,8419,1490
2013,1671,Japan Securities,Diversified Financials,Japan,244,9,59922,707
2013,1672,Pepco Holdings,Utilities,United States of America,5081,285,15776,4799
2013,1673,Hero MotoCorp,Consumer Durables,India,4626,468,1941,6219
2013,1674,Garmin,Consumer Durables,Switzerland,2716,542,4819,6760
2013,1675,Nanto Bank,Banking,Japan,1007,42,58150,1260
2013,1676,Maxim Integrated Products,Semiconductors,United States of America,2405,370,3739,9608
2013,1677,Bank Muscat,Banking,Oman,1078,362,20538,3330
2013,1678,Alexion Pharmaceuticals,Drugs & Biotechnology,United States of America,1134,255,2614,18235
2013,1679,Balfour Beatty,Construction,United Kingdom,15420,72,9225,2897
2013,1680,Gemdale,Real Estate,China,3800,479,14282,4318
2013,1681,Daishi Bank,Banking,Japan,942,118,56833,1415
2013,1682,STX Offshore,Capital Goods,South Korea,10025,64,12137,473
2013,1683,Thomas Cook Group,Business Services & Supplies,United Kingdom,15333,-947,9208,1590
2013,1684,Macerich,Real Estate,United States of America,881,337,9311,8600
2013,1685,Varian Medical Systems,Health Care Equipment & Services,United States of America,2860,432,2939,7990
2013,1686,Mashreq Bank,Banking,United Arab Emirates,1501,357,20796,2237
2013,1687,Hellenic Petroleum,Oil & Gas Operations,Greece,13811,111,9735,3251
2013,1688,Shiga Bank,Banking,Japan,1072,99,54925,1645
2013,1689,Hyakugo Bank,Banking,Japan,1029,94,54830,1214
2013,1690,Permanent TSB Group,Diversified Financials,Ireland,1747,-1317,53947,1728
2013,1691,Israel Discount Bank,Banking,Israel,2882,208,53779,1885
2013,1692,Verisk Analytics,Business Services & Supplies,United States of America,1534,329,2360,10984
2013,1693,Dubai Islamic Bank,Banking,United Arab Emirates,1326,312,25961,2181
2013,1694,Lawson,Food Markets,Japan,5896,306,6358,7100
2013,1695,Shikoku Electric Power,Utilities,Japan,7153,-113,16284,2307
2013,1696,FMC,Chemicals,United States of America,3748,416,4374,8260
2013,1697,Volksbank,Banking,Austria,2238,-1243,53255,452
2013,1698,Ogaki Kyoritsu Bank,Banking,Japan,997,97,52661,1257
2013,1699,Linear Technology,Semiconductors,United States of America,1283,396,1923,8772
2013,1700,Abu Dhabi Islamic Bank,Banking,United Arab Emirates,971,327,23322,2395
2013,1701,Windstream,Telecommunications Services,United States of America,6156,168,13982,5208
2013,1702,Orient,Diversified Financials,Japan,2582,24,51989,1893
2013,1703,ITV,Media,United Kingdom,3571,434,4392,7766
2013,1704,Ezdan Holding Group,Real Estate,Qatar,182,112,10681,11738
2013,1705,Randgold Resources,Diversified Metals & Mining,Channel Islands,1345,441,3123,7652
2013,1706,Toho Bank,Banking,Japan,661,57,51428,806
2013,1707,Central Bank of India,Banking,India,4046,121,45181,1004
2013,1708,OPAP,Casinos & Gaming,Greece,5240,667,2278,2805
2013,1709,Vopak,Transportation,Netherlands,1690,424,6627,7897
2013,1710,Aspen Pharmacare Holdings,Drugs & Biotechnology,South Africa,1868,351,3850,9673
2013,1711,San-In Godo Bank,Banking,Japan,1077,125,50129,1405
2013,1712,Higo Bank,Banking,Japan,905,131,49855,1435
2013,1713,Basler Kantonalbank,Banking,Switzerland,1050,250,42747,3036
2013,1714,Shanghai Industrial,Real Estate,Hong Kong,2486,443,14877,3343
2013,1715,RMB Holdings,Diversified Financials,South Africa,597,579,3322,6145
2013,1716,JC Penney,Retailing,United States of America,12985,-985,9781,3395
2013,1717,PBF Energy,Oil & Gas Operations,United States of America,20139,2,4254,3834
2013,1718,Hyakujushi Bank,Banking,Japan,918,70,48729,1172
2013,1719,Grasim Industries,Construction,India,4913,521,7171,5047
2013,1720,Bolsas & Mercados,Diversified Financials,Spain,385,179,48220,2161
2013,1721,Nabors Industries,Oil & Gas Operations,Bermuda,6751,167,12656,5017
2013,1722,E-Trade Financial,Diversified Financials,United States of America,2202,-113,47387,3054
2013,1723,Eutelsat Communications,Media,France,1547,413,6277,7984
2013,1724,LIG Insurance,Insurance,South Korea,7993,189,13915,1096
2013,1725,Carphone Warehouse,Retailing,United Kingdom,10,1222,1159,1427
2013,1726,Hanwa,Diversified Metals & Mining,Japan,18896,56,7074,819
2013,1727,DIA,Food Markets,Spain,13357,208,4417,4917
2013,1728,Syndicate Bank,Banking,India,3213,258,35817,1342
2013,1729,Kiyo Holdings,Banking,Japan,1019,92,46635,1159
2013,1730,Juniper Networks,Technology Hardware & Equipment,United States of America,4365,187,9832,10399
2013,1731,Masco,Construction,United States of America,7745,-114,6875,7117
2013,1732,Musashino Bank,Banking,Japan,941,116,46145,1267
2013,1733,China Gezhouba,Construction,China,8254,248,12255,2924
2013,1734,Keiyo Bank,Banking,Japan,899,145,45824,1581
2013,1735,LinkedIn,IT Software & Services,United States of America,972,22,1382,19072
2013,1736,Jyske Bank,Banking,Denmark,1674,105,45634,2557
2013,1737,Nürnberger,Insurance,Germany,4680,105,28869,911
2013,1738,Foot Locker,Consumer Durables,United States of America,6182,397,3367,4877
2013,1739,CNO Financial Group,Insurance,United States of America,4343,221,34131,2567
2013,1740,Tim Hortons,"Hotels, Restaurants & Leisure",Canada,3134,405,2294,7904
2013,1741,Doosan Heavy Industries,Capital Goods,South Korea,8551,13,12608,3456
2013,1742,Cattolica Assicurazioni,Insurance,Italy,5169,80,23228,1021
2013,1743,Tronox,Chemicals,United States of America,1832,1134,5511,2357
2013,1744,Great Wall Technology,Consumer Durables,China,15197,-26,8455,232
2013,1745,Kagoshima Bank,Banking,Japan,919,106,43262,1382
2013,1746,Meiji Holdings,"Food, Drink & Tobacco",Japan,13400,82,9057,3319
2013,1747,Terumo,Health Care Equipment & Services,Japan,4671,292,8330,8276
2013,1748,Indian Overseas Bank,Banking,India,3855,207,43115,1048
2013,1749,SL Green Realty,Real Estate,United States of America,1400,199,14388,7826
2013,1750,Bank of Queensland,Banking,Australia,2835,-18,43025,3079
2013,1751,Invesco Mortgage Capital,Real Estate,United States of America,567,340,18915,2894
2013,1752,Renesas Electronics,Semiconductors,Japan,10668,-756,10400,1127
2013,1753,Banca Popolare di Sondrio,Banking,Italy,2001,44,42691,1844
2013,1754,OfficeMax,Retailing,United States of America,6920,417,3784,1023
2013,1755,Suruga Bank,Banking,Japan,1230,188,42153,3767
2013,1756,China National Materials ,Capital Goods,China,7334,75,14100,971
2013,1757,Taiwan Business Bank,Banking,Taiwan,872,98,41791,1561
2013,1758,IKB Deutsche,Banking,Germany,2584,-690,41783,356
2013,1759,OGE Energy,Utilities,United States of America,3671,355,9922,6681
2013,1760,CorpBanca,"Food, Drink & Tobacco",Chile,2000,247,28255,4685
2013,1761,Green Mountain Coffee,Banking,United States of America,4040,366,3519,8068
2013,1762,PhosAgro,Chemicals,Russia,3121,619,3402,5457
2013,1763,China Agri-Industries,Chemicals,Hong Kong,11772,158,9625,2854
2013,1764,Vietin Bank,Banking,Vietnam,2626,295,24171,2378
2013,1765,People's United Financial,Banking,United States of America,1349,245,30324,4589
2013,1766,Popular,Banking,United States of America,2218,245,36508,2893
2013,1767,AOL,IT Software & Services,United States of America,2192,1048,2797,2650
2013,1768,Gannett,Media,United States of America,5353,424,6380,4997
2013,1769,Hokkoku Bank,Banking,Japan,844,76,41283,1275
2013,1770,CC Media Holdings,Construction,United States of America,6247,-425,16293,237
2013,1771,Quanta Services,Media,United States of America,5920,307,5141,6276
2013,1772,Kimberly-Clark de Mexico,Consumer Durables,Mexico,2276,322,2159,9591
2013,1773,Luzhou Laojiao,"Food, Drink & Tobacco",China,1256,462,1946,6605
2013,1774,Credito Emiliano,Banking,Italy,1912,156,40539,1683
2013,1775,DLF,Real Estate,India,1887,236,12377,8573
2013,1776,Konica Minolta,Consumer Durables,Japan,9276,247,10496,4188
2013,1777,Whitbread,"Hotels, Restaurants & Leisure",United Kingdom,2831,426,4728,7000
2013,1778,AMEC,Oil & Gas Operations,United Kingdom,6761,351,4025,4766
2013,1779,Allied World Assurance,Insurance,Switzerland,2222,493,12030,3069
2013,1780,Taiheiyo Cement,Construction,Japan,8792,95,11662,2893
2013,1781,Credito Valtellinese,Banking,Italy,1417,-415,39454,564
2013,1782,Hugo Boss ,Consumer Durables,Germany,3016,395,2091,7693
2013,1783,Ayala,Conglomerates,Philippines,2469,251,11892,8199
2013,1784,Credit Saison,Diversified Financials,Japan,4294,114,25272,4601
2013,1785,CJ CheilJedang,"Food, Drink & Tobacco",South Korea,8773,226,11623,4008
2013,1786,Emirates Integrated Telecom,Telecommunications Services,United Arab Emirates,2679,539,3790,5812
2013,1787,Anadolu Efes,"Food, Drink & Tobacco",Turkey,3565,337,6527,8979
2013,1788,Nagoya Railroad,Transportation,Japan,7294,133,13608,2829
2013,1789,Bank of Iwate,Banking,Japan,542,59,38584,762
2013,1790,ProSiebenSat1 Media,Media,Germany,3030,379,7143,7924
2013,1791,Bank of Nagoya,Banking,Japan,766,25,38481,887
2013,1792,Saudi Hollandi Bank,Banking,Saudi Arabia,701,334,18266,3006
2013,1793,Saras,Oil & Gas Operations,Italy,15685,-119,5194,1137
2013,1794,E.Sun Financial,Diversified Financials,Taiwan,940,115,38161,2866
2013,1795,Church & Dwight,Consumer Durables,United States of America,2922,350,4098,8489
2013,1796,Harbinger Group,Consumer Durables,United States of America,4537,124,26859,1160
2013,1797,Immofinanz,Real Estate,Austria,1557,360,16132,4317
2013,1798,J Front Retailing,Retailing,Japan,11589,232,9425,3784
2013,1799,Shiseido,Consumer Durables,Japan,8243,175,8538,5683
2013,1800,Hanjin Shipping,Transportation,South Korea,9954,-611,10293,1255
2013,1801,Air Canada,Airline,Canada,12172,128,9099,741
2013,1802,Zodiac Aerospace,Aerospace & Defense,France,4328,401,5059,6416
2013,1803,Eurazeo,Diversified Financials,France,5684,-255,17675,3563
2013,1804,DKSH Holding,Business Services & Supplies,Switzerland,9425,215,3665,5559
2013,1805,First Niagara Financial,Banking,United States of America,1536,168,36806,3050
2013,1806,Takashimaya,Retailing,Japan,10563,134,9766,3025
2013,1807,Level 3 Communications,Telecommunications Services,United States of America,6376,-422,13307,4576
2013,1808,Hokuriku Electric Power,Utilities,Japan,5981,-64,16402,2398
2013,1809,LG Uplus,Telecommunications Services,South Korea,10250,-56,9935,3466
2013,1810,Lojas Americanas,Retailing,Brazil,5531,200,5277,8939
2013,1811,Vesuvius,Diversified Metals & Mining,United Kingdom,2453,942,2962,1694
2013,1812,Furukawa Electric,Capital Goods,Japan,11099,-134,9471,1648
2013,1813,Sage Group,IT Software & Services,United Kingdom,2165,479,3978,6137
2013,1814,Mohawk Industries,Consumer Durables,United States of America,5788,250,6304,7877
2013,1815,Fuyo General Lease,Business Services & Supplies,Japan,5092,199,20270,1161
2013,1816,Toyo Seikan Kaisha,Materials,Japan,8490,-39,11493,2930
2013,1817,UCO Bank,Banking,India,3065,218,35392,745
2013,1818,Incitec Pivot,Chemicals,Australia,3632,530,7267,5662
2013,1819,Telecom of New Zealand,Telecommunications Services,New Zealand,3476,926,2947,3352
2013,1820,China Aviation Oil,Trading Companies,Singapore,14808,66,1650,620
2013,1821,Acer,Technology Hardware & Equipment,Taiwan,14791,-100,7805,2469
2013,1822,American Equity Investment,Insurance,United States of America,1589,58,35133,944
2013,1823,DRB-Hicom,Consumer Durables,Malaysia,2246,422,12945,1536
2013,1824,Yamanashi Chuo Bank,Banking,Japan,615,89,35120,781
2013,1825,Grupa Lotos,Oil & Gas Operations,Poland,10186,288,6482,1781
2013,1826,Oriental Bank of Commerce,Banking,India,3352,224,34959,1490
2013,1827,Calloway Real Estate,Real Estate,Canada,548,902,6508,3803
2013,1828,DGB Financial Group ,Diversified Financials,South Korea,1710,243,32168,2046
2013,1829,Getinge,Health Care Equipment & Services,Sweden,3731,388,6520,7278
2013,1830,Kimco Realty,Real Estate,United States of America,930,262,9741,9002
2013,1831,Chicago Bridge & Iron,Construction,Netherlands,5607,308,4327,6098
2013,1832,CFS Retail Property,Real Estate,Australia,757,419,8645,6035
2013,1833,China Hongqiao Group,Diversified Metals & Mining,China,3931,864,7117,2988
2013,1834,Hainan Airlines ,Airline,China,4436,306,14871,4477
2013,1835,Total Access Communication,Telecommunications Services,Thailand,2916,369,3260,7698
2013,1836,Imerys,Construction,France,5125,397,6272,5216
2013,1837,Navistar International,Capital Goods,United States of America,12533,-2980,8531,2947
2013,1838,Laurentian Bank,Banking,Canada,1457,144,34288,1245
2013,1839,H&R Real Estate,Real Estate,Canada,839,511,10216,4464
2013,1840,LS Corp,Capital Goods,South Korea,10553,151,9484,2569
2013,1841,MISC,Transportation,Malaysia,3070,250,12219,7437
2013,1842,Awa Bank,Banking,Japan,808,45,34091,1419
2013,1843,DCC,Conglomerates,Ireland,14273,137,5032,2843
2013,1844,Inchcape,Retailing,United Kingdom,9646,293,5491,3589
2013,1845,Ternium,Diversified Metals & Mining,Luxembourg,8608,139,10867,3965
2013,1846,Alpha Natural Resources,Diversified Metals & Mining,United States of America,6975,-2437,13090,1907
2013,1847,Oita Bank,Banking,Japan,710,75,33711,604
2013,1848,Toll Brothers,Construction,United States of America,1985,494,6118,5774
2013,1849,Zhongjin Gold,Diversified Metals & Mining,China,5261,289,2994,6902
2013,1850,Aichi Bank,Banking,Japan,636,16,33533,616
2013,1851,East West Bancorp,Banking,United States of America,1051,282,22536,3549
2013,1852,Thanachart Capital,Banking,Thailand,2428,179,33472,2023
2013,1853,Far EasTone Telecom,Telecommunications Services,Taiwan,2986,365,3378,7633
2013,1854,Willis Group Holdings,Insurance,United Kingdom,3480,-446,15112,6581
2013,1855,Calsonic Kansei,Consumer Durables,Japan,9450,293,4104,1214
2013,1856,Interactive Brokers Group,Diversified Financials,United States of America,1192,41,33200,709
2013,1857,Almarai,"Food, Drink & Tobacco",Saudi Arabia,2635,384,5202,7120
2013,1858,Energizer Holdings,Consumer Durables,United States of America,4562,395,6745,5827
2013,1859,Jaccs,Diversified Financials,Japan,1297,82,33082,856
2013,1860,Kuala Lumpur Kepong,Chemicals,Malaysia,3293,396,3706,6913
2013,1861,Swedish Match,"Food, Drink & Tobacco",Sweden,1845,429,2210,6348
2013,1862,Mirvac Group,Real Estate,Australia,1584,426,8283,6051
2013,1863,Shanxi Lu'an Environmental,Diversified Metals & Mining,China,3138,407,6353,6740
2013,1864,Doha Bank,Banking,Qatar,825,358,15164,2777
2013,1865,Inventec,Technology Hardware & Equipment,Taiwan,13886,109,6894,1328
2013,1866,Qinghai Salt Lake,Chemicals,China,1238,400,4733,6807
2013,1867,Transurban Group,Transportation,Australia,1189,57,10135,9543
2013,1868,Cabot Oil & Gas,Oil & Gas Operations,United States of America,1205,132,4616,14111
2013,1869,Monster Beverage,"Food, Drink & Tobacco",United States of America,2061,340,1043,8009
2013,1870,Banque Centrale Populaire,Banking,Morocco,1870,222,32050,3892
2013,1871,Gemalto,Consumer Durables,Netherlands,2887,336,3573,8058
2013,1872,Iliad,IT Software & Services,France,4157,250,6258,11019
2013,1873,Tomony Holdings,Banking,Japan,743,60,31699,672
2013,1874,BayWa,Retailing,Germany,13542,124,5882,1659
2013,1875,Shikoku Bank,Banking,Japan,548,24,31648,670
2013,1876,Teijin,Chemicals,Japan,10321,145,9244,2253
2013,1877,Akita Bank,Banking,Japan,586,45,31552,535
2013,1878,Andhra Bank,Banking,India,2479,262,24670,1025
2013,1879,DVB Bank,Banking,Germany,1485,167,31384,1491
2013,1880,GS Engineering,Construction,South Korea,8251,91,10782,2344
2013,1881,Prysmian,Capital Goods,Italy,10092,216,7942,4871
2013,1882,Nokian Tyres,Consumer Durables,Finland,2127,437,2656,6085
2013,1883,Tokyo Tomin Bank,Banking,Japan,588,-40,31373,448
2013,1884,Showa Denko,Chemicals,Japan,8530,108,10474,2219
2013,1885,Tenet Healthcare,Health Care Equipment & Services,United States of America,9119,94,9044,4627
2013,1886,Sealed Air,Materials,United States of America,7648,-1078,10015,4722
2013,1887,Toho Holdings,Drugs & Biotechnology,Japan,13386,130,6514,1533
2013,1888,CapitaMall Trust,Real Estate,Singapore,542,439,8096,5843
2013,1889,H&R Block,Business Services & Supplies,United States of America,2706,356,3932,7463
2013,1890,Southwestern Energy,Oil & Gas Operations,United States of America,2715,-707,6738,13549
2013,1891,Dixons Retail,Retailing,United Kingdom,13290,-251,4695,1909
